,cleaned_body,pos_score,neu_score,neg_score,compound_score,rating,cs_scaled,sentiment
567,flew london heathrow madrid liked iberia past extremely disappointed seat space plane high density configuration limited seat pitch impossible find comfortable seating position could hardly fold table leg numb arrived madrid ticket approx euro thus flight extremely poor value warning bought ticket mandated,0.153,0.608,0.239,-0.6087,0.2,0.187743535246192,negative
568,first experience iberia flying madrid got worst experience delayed flight two hour rerouted totally different airport destination told going original destination aircraft although quiet uncomfortable seat recline sufficiently short seat squab insufficient legroom food average staff looked like,0.103,0.711,0.185,-0.5859,0.2,0.1992814128839634,negative
570,fit economy seat luckily empty seat left side flight madrid london uncomfortable configuration experienced grossly uncomfortable,0.235,0.405,0.36,-0.2732,0.1,0.35752239259146806,negative
571,guayaquil madrid probably uncomfortable aircraft seat ever existent padding next leg room made deeply unpleasant hour journey intend repeat flight entertainment laughable large screen front cabin handful smaller screen dotted place create lot flicker make even difficult sleep absolutely idea iberia think fitting brand new plane seat,0.11,0.738,0.153,-0.5256,0.1,0.22979606295227978,negative
572,flown heathrow quito return iberia worst flight ever mobility issue booked paid extra aisle seat way seat requested food terrible staff rude rare occasion appeared overhead screen work five hour flight film cut changed halfway journey back worse wrong seat allocated iberia england insisted return flight allocated aisle seat correct plane centre bassinet row seat given could manoeuvre seat twelve hour could use tv screen pull bassinet place great discomfort staff rude disinterested would enable move vacant aisle seat requested felt penalised speaking good spanish food terrible request water coffee ignored missed connecting flight plane nearly three hour late help iberia ground air british airway got back madrid comfort courtesy faster hoped,0.12,0.659,0.221,-0.9274,0.1,0.02646627194980012,negative
574,live spain year always avoided iberia dec unfortunately fly four time le foot cm went emergency seat flight punished trolley kept banging knee ground staff apparently well noticed tallest passenger crew complaint comment flight terrible journey painful,0.042,0.584,0.374,-0.9382,0.1,0.021000961489803138,negative
575,forced use seat hour iberia denied aisle seat paid extra seat uncomfortable passenger front sat leg stretched could fold leg passenger beside left seat could rearrange cramped addition overhead tv screen front flickered whole journey occasionally displaying picture,0.0,0.805,0.195,-0.8176,0.1,0.08203026162643592,negative
580,hour flight madrid havana difficult move aisle narrow incredibly uncomfortable sleep watch age old tv mounted middle cabin flight,0.0,0.759,0.241,-0.659,0.3,0.16228935782602094,negative
581,mad lim gig mad flight plane seemed decor match partner chair armrest falling tray open fully legroom anybody young child tight flight,0.0,0.704,0.296,-0.7906,0.2,0.09569353777642835,negative
582,flown long haul many airline iberia worst cabin seemed old tired old poor quality tv spread sparsely cabin showing low budget film service poor food bad uncomfortable flight,0.0,0.495,0.505,-0.9657,0.2,0.007084661707403478,negative
584,legroom reduced poor poor due construction seat pocket made heavy duty steel frame holding seatpocket side angle way made almost impossible move leg stretch position personal video screen large monitor center cabin folding cabin roof like spend hr standing aisle walking around since painful still watching mandatory movie,0.068,0.769,0.163,-0.743,0.1,0.11978138758160013,negative
585,mad muc mad flight extremely poor leg space even knee topped seat front,0.0,0.505,0.495,-0.8687,0.3,0.05617124639441323,negative
586,flight mad bio return brand new plane featuring new seat back shaped allow leg seat pitch absolutely ridiculous used reduced pitch cramped life,0.068,0.717,0.215,-0.624,0.3,0.18000101209452965,negative
590,leg space bad compared flynas overhead storage space smallest gulf region ticket cost cheapest time expensive flynas flying land dubai terminal le crowded terminal,0.0,0.868,0.132,-0.5423,0.3,0.22134507362987704,negative
595,little leg room really unpleasant experience money never ever seen type horrific plastic seat real squeeze knee made time uncomfortable seat really unpleasant,0.0,0.58,0.42,-0.9298,0.2,0.02525175851424526,negative
596,utterly horrendous legroom worst ever experienced fairly tall unable move leg flying wizz air unless life depends,0.0,0.639,0.361,-0.8576,0.1,0.06178837103385455,negative
597,new seat horrible enough legroom back pain two hour flying feel passenger movement behind space water bottle,0.0,0.688,0.312,-0.7783,0.1,0.1019179191336471,negative
599,worst airline ever plenty available seat plane put u wanted pay extra could together boyfriend needed log complete payment logged said longer available buy seat scam,0.0,0.705,0.295,-0.8481,0.1,0.06659582004959266,negative
601,fly several time year worst leg room experienced ft always get leg even tightly plane aisle seat able get leg angle aisle bolt upright put head rest recline help either hence rubbish flight,0.071,0.82,0.108,-0.34,0.1,0.3237184353018572,negative
603,knew low cost company bought extra size seat biggest seat possible buy even able coat overhead compartment answer put floor low cost world local bus much better,0.093,0.772,0.135,-0.0772,0.1,0.45670765649511663,negative
604,seated seat seat typical lcc airline recline power infotainment however tray table magazine compartment designed way legroom compromised cm plenty legroom travel companion cm struggled legroom knee seat front,0.0,0.921,0.079,-0.34,0.4,0.3237184353018572,negative
609,pocket front seat broken tray stuck could retract seat width okay legroom poor,0.099,0.471,0.429,-0.743,0.4,0.11978138758160013,negative
621,old aircraft configured upper deck class hence configuration narrow width pitch ptv old interior limited amenity,0.0,0.888,0.112,-0.2263,0.2,0.38125600931126974,negative
625,horror good health due narrow seat pitch inch seat width inch cm tall knee touching front seat aisle small often touched service trolley moving people aisle seat,0.092,0.791,0.117,-0.2023,0.1,0.3934011436668185,negative
626,shocked tiny seat business class lufthansa usually airline travel four seat across plane lufthansa squeezed six seat across plane make small uncomfortable seat,0.0,0.811,0.189,-0.5994,0.1,0.19244977480896713,negative
629,seat horrible smallest airplane seat ever squeezed pound neither super tall super wide room foot bag bag go overhead seat narrow possible anything tray seat front close could even bend forward pick anything floor heat high plane individual air vent open close husband felt heat oppressive atmosphere tried stand almost fainted lowered temperature cabin cooler level took back plane stewardess seated cooler back breakfast food budget small muffin tiny cup fruit salad plane arrived close time min late due lack wind atlantic good staff plane nice dinner ok friendly staff might well flying cheapest charter know fly economy airline unless small adult child flat broke although seat cost cheap ticket,0.102,0.754,0.145,-0.6822,0.2,0.15054906128232376,negative
638,brand new aircraft neo seat awful emergency row legroom recline minimal business class seat middle seat empty service amazing usual full bar food economy definitely expect short flight however rather pay bar service food separately normal seat,0.14,0.67,0.19,-0.0772,0.2,0.45670765649511663,negative
652,seat lufthansa great passenger row front reclined seat seat recline way much making seat behind go almost business class seat feel bad coach seat difficult see screen work tray almost impossible get window seat without literally climbing seat due massive center console totally terrible experience,0.075,0.752,0.172,-0.6478,0.2,0.16795708719194372,negative
674,fortunate enough get bulkhead seat therefore extra legroom first flight row armrest immovable probably thing kept gentleman beside lying completely seat narrow thinly padded uncomfortable return flight alone two seat row still difficulty getting row without disturbing row front thankful hour flight miserable enough,0.158,0.611,0.231,-0.5103,0.1,0.23753858610394213,negative
677,iad metal ife box seat making leg room passenger seat virtually existent especially neighbouring seat full plane entirely full everyone avoiding like plague managed snatch aisle seat smaller ife box leg room walkway fa refused acknowledge ife box legroom complaining informing would like change seat plane close capacity horrendous leg room ridiculous seat tough padding personal space zilch plus side food good alcohol freely available given atrocity seat wine get,0.127,0.704,0.17,-0.3947,0.1,0.29603764991650217,negative
679,seat uncomfortable someone size lucky emergency exit legroom problem normal row barely squeeze tried seat barely wide enough consequently enough space upper body physical contact neighbour whole time seat quite hard good thing say head rest adapt keep head rolling side need neck pillow,0.112,0.709,0.179,-0.3848,0.3,0.3010475178381661,negative
682,toronto frankfurt return like sitting kitchen chair hour get use washroom facility nearly impossible make wonder would evacuate plane emergency lb got hit seat front passenger reclined seat table bent food tray tended slide told hold tray place keep sliding cup holder broke husband knee seat front reclined cabin crew attitude flight booked air canada definitely double check next time,0.078,0.841,0.081,-0.0516,0.1,0.4696624664743687,negative
686,seat pay extra euro window row believe spread leg forget people queuing night long waiting go toilet much toilet economy class toilet light annoying hour fly unable sleep,0.0,0.806,0.194,-0.6124,0.4,0.1858711603663782,negative
688,extremely uncomfortable seat room especially passenger front seat reclined prefer south african airway,0.0,0.806,0.194,-0.4391,0.1,0.2735691513587369,negative
691,window seat terrible could move leg expecting comfortable expect bad person front tried recline seat tell put seat back knee smashed lh offer premium economy seat stick united even older plane poor cabin crew service least seat leg room avoid lufthansa cost,0.113,0.667,0.22,-0.7003,0.1,0.1413896057891807,negative
692,sort looking forward check new lufthansa seat honest much change compared old annoying metal box ife present window seat something similar overall seat worse airline manner recommended expect much,0.142,0.696,0.162,-0.1779,0.6,0.40574869692829313,negative
696,beyond uncomfortable cramped thin cross leg recline even reach pick fork dropped floor seat front maybe inch add hour delay plane boarded first mechanical weather rerouting,0.038,0.793,0.169,-0.5859,0.1,0.1992814128839634,negative
698,worst long haul flight experienced muc shanghai mean giant even aisle seat impossible stand without waking person front never mind eating neighbour row almost impossible stretch entertainment system reacts press screen hard course bother person front,0.06,0.754,0.186,-0.6557,0.2,0.16395931379990894,negative
699,getting seat real pain armrest immovable aisle seat viewing ife screen troublesome person front reclines even tilt screen sleep much flight,0.0,0.742,0.258,-0.765,0.3,0.10864834775568039,negative
700,uncomfortable aircraft ever experienced fly frequently almost impossible get window seat extremely uncomfortable semi reclining position could even meal tall woman average weight felt claustrophobic extremely tightly packed seat total nightmare spent trip galleywith miserable passenger,0.0,0.797,0.203,-0.8126,0.1,0.08456049795050859,negative
705,seat uncomfortable little padding new plastic seat lumbar support speak recline seat front meant impossible get seat without hanging seat front awkward angle leg room impacted metal box entertainment system right leg could stretched exceedingly uncomfortable long haul flight,0.119,0.734,0.147,-0.0772,0.1,0.45670765649511663,negative
706,seat crowded leg room existent unusually tall knee constantly tray seat front recline way annoys person behind tolerate domestic flight long international different air canada room hate get lufthansa flight way year avoid lufthansa much possible reason,0.0,0.796,0.204,-0.8271,0.1,0.07722281261069787,negative
709,nightmare seat small poor space available passenger,0.0,0.659,0.341,-0.4767,0.2,0.2545417742017104,negative
710,usually legroom poor lufthansa airline particularly poor tends bit torture hour flight,0.0,0.471,0.529,-0.8779,0.3,0.05151561155811953,negative
711,bkk lufthansa worst economy class experience ever used cramped economy class different airliner extreme experience knee deep inside forward seatback poor guy front tried recline seat impossible recline seat bad design seat try recline seatback seat move forward two inch get foot forward seat sat jammed seat hour knee leg muscle still sore two day flight,0.0,0.798,0.202,-0.9217,0.1,0.02935074135924298,negative
714,seat last row front economy cabin seat spacious pitch space recline seat towards wall behind noise galley toilet problem pax front fully reclines might feel bit uncomfortable first entertainment equipment box take legroom,0.073,0.787,0.139,-0.3612,0.8,0.31299023328778913,negative
715,hkg hkg terrible seat seat front fully reclined could exit seat without lifting seat arm levering leg sideways entering seat required major acrobatics well legroom insufficient recline minimal seating bad really allowed actually hold airline licensing accreditation body responsible allowing happen flight entertainment terrible since old colour fringed crt monitor ceiling headphone jack incompatible mm adapter preventing use normal headphone food good however especially kid meal,0.128,0.735,0.137,-0.1779,0.2,0.40574869692829313,negative
716,modern interior first hide seat tolerable short haul avoid airline overseas flight incredibly cramped even aisle ife seat good selection box seat inability see ife screen seat front reclined cancel good,0.147,0.635,0.218,-0.2023,0.2,0.3934011436668185,negative
717,muc gru although reserved window seat month flight gave seat last lane toilet located middle plane problem none seat recline mean recline apparently lufthansa staff tell passenger reservation check even though top tier flyer star alliance gold besides plane old tv monitor hung ceiling view point seat worst flight last year least,0.031,0.851,0.118,-0.7184,0.3,0.13223015029603763,negative
719,medium box made travelling hell earth made impossible stretch leg passenger front recline seat probably never get,0.0,0.777,0.223,-0.6808,0.2,0.15125752745306414,negative
721,lufthansa long haul economy seat like short haul really suited anything couple hour however airbus fleet get seat ife unlike boeing tv aisle big problem child,0.086,0.822,0.092,-0.0516,0.4,0.4696624664743687,negative
723,lufthansa configuration absolute torture leg room wife drink spilled guy front moved seat hard get even aisle seat,0.0,0.751,0.249,-0.6486,0.1,0.16755224938009214,negative
724,frankfurt burg worst overseas flight ever leg room difficult get even aisle seat must dangerous emergency situation avoid cost,0.0,0.491,0.509,-0.926,0.1,0.027174738120540443,negative
725,terrible seating experience unconfortable seat ever foot kept kicking steel box located right supposed rest forget putting anything underneath front seat could hardly move hour eze back flight old ceiling mounted tv provided terrible entertainment,0.067,0.74,0.193,-0.6486,0.1,0.16755224938009214,negative
730,prime candidate dvt fly lufthansa legroom recline view pitiful inflight entertainment hard unforgiving seat close seat front recline seat seriously hit square come back avoid cost value health impossible family comfortable get travelling alone prepared disturbed surrounding thoroughly disgusting airline legroom comfort far eastern african budget carrier,0.199,0.541,0.26,-0.4391,0.1,0.2735691513587369,negative
733,boeing aircraft old year seat awful headrest always sliding cost cheap,0.0,0.769,0.231,-0.4588,0.4,0.2636000202418906,negative
745,paid extra extra leg room called economy smartium row front economy turned extra legroom used passenger walkway cross even though actual walkway supposed past seat worse regular economy seat every minute passenger stepping leg bumping stepping shoe passing across space paid hour constant irritation talking stewardess even talking people trying go behind cross leg constantly bumped hour moved different smartium seat front legroom better lost half flight sleep used like asiana flew explaining refusal refund smartium fee cannot say good thing seat put regret,0.056,0.8,0.144,-0.8179,0.1,0.08187844744699158,negative
759,upper deck config back slim thanks get extra space knee even seat front full recline position crowd space much drawback would le padding may cause stress back loner flight hour flight reveal,0.078,0.784,0.138,-0.296,1.0,0.34598451495369664,negative
773,jetblue two week booked ticket sent email moved assigned seat claimed aircraft changed checked took premium seat paid reimburse tried charge tried move seat back called airline jetblue employee able adjust seat idea happened waste minute phone called back still get issue fully resolved booked seat premium explanation moved seat moved everyone away travel companion,0.034,0.917,0.048,-0.204,0.2,0.3925408633166338,negative
780,uncomfortable red eye ever lot legroom even space section price seat feel like hard plastic uncomfortable design covered thin bit padding first flight thought maybe seat padding old worn second return flight even worse looking alternative jetblue looking nonstop especially red eye got virtually sleep terrible seat could find position uncomfortable nasty,0.037,0.645,0.318,-0.9493,0.2,0.015383836850361815,negative
782,seated bulkhead window seat cannot stretch leg due bulkhead since cebu pacific using layout missing left arm rest seat width ultra small almost recline add leather seat minimal padding long haul flight hr min literally feel like flying coffin dreadful experience even tall,0.053,0.84,0.107,-0.3818,0.2,0.30256565963260973,negative
785,seat business class flight broken charging usb port seat charge without usb adapter full flight wifi pas dollar return flight provide hot towel service meal return flight hot meal business class flight everyone business class got fruit cheese platter,0.0,0.925,0.075,-0.4767,0.5,0.2545417742017104,negative
788,fly alaska airline southwest weekly ridiculous airline cramming seat aircraft paid premium seat however lb set middle seat passenger need seat belt extender need purchase seat accommodate girth angle hour flight due person next hanging seat unacceptable faa need step dictate measurement passenger seating disappointed alaska airline greedy strategy increase profit better competitor,0.125,0.708,0.168,-0.4215,0.2,0.2824755832194727,negative
791,seat row little recline whatsoever emergency row honolulu san diego hour uncomfortable plane ride ever experienced kept falling forward fell asleep seat straight,0.069,0.693,0.238,-0.5627,0.1,0.21102170942766058,negative
794,worst airline experience seat essentially leg room giant box entertainment right leg making hard get comfy seat hard rock back headrest stay rest literally shoulder entertainment screen loop second flight auckland kept crashing ridiculous usb port make sure charge device aisle room dreadful toilet terrible cramped,0.131,0.614,0.255,-0.7579,0.1,0.11224128333586357,negative
796,say air tahiti nui worst experience fly papeete read previous review tried without success book business seat economy seat hard become painful hour almost storage capacity seat entertainment system obsolete small screen bad image quality service board limited rather unfriendly airline booking function wait check counter open hour connection time angeles wait hour public area airport limited seating capacity real pity airline enjoys kind monopoly authorized authority better option fly air france airline enjoying monopoly,0.168,0.58,0.252,-0.7578,0.2,0.11229188806234502,negative
811,plane seemed new seat pitch horrible like flying budget carrier like air asia southwest long haul flight tall knee seat front look juneyao flight seatguru major tracker sight find much info almost like real airline power outlet tv screen even headphone jack bothering music recall seen plane lacking headphone jack entirely make suspicious much cutting cost,0.112,0.733,0.155,-0.4364,0.1,0.27493547897373616,negative
812,seat dreadful aircraft sure dealbreaker hard recline properly cramped nothing say really using boeing sceptical using plane treat customer,0.194,0.543,0.263,-0.1935,0.2,0.3978543595971864,negative
814,boeing sat around midway back foot lightest people issue severe cathay pacific airline seat width seat comfort shockingly bad travelling two elder parent considerably smaller yet found seat incredibly uncomfortable seat width quite bad legroom worst ever experienced airline frequently felt claustrophobic throughout hour flight emphasise space really bad cathay pacific recently changed configuration economy seat economy extra seat really change comfort cabin way hong kong pleasure flying seat width pitch legroom good expecting sadly could barely manage hour seat imagine spending hour seat need sort comfort long haul crew flight exceptional attentive friendly made flight comfortable possible,0.16,0.646,0.194,-0.6436,0.4,0.17008248570416482,negative
815,word torture husband weigh respectively huge people husband equally miserable stoic worried window seat husband middle seat simply got first could stow bag overhead difficult exchange seat point get use restroom climb seat kind gentleman aisle got could step way reclined seat front u even though slightly reclined easily get could stretch walk advised result badly swollen ankle upon landing excuse flight hong kong cathay pacific airbus fine coach never fly airplane,0.151,0.68,0.169,-0.5542,0.2,0.21532311117858408,negative
816,comfortable seat worth money premium economy seat cloth hard barely reclined metal footrest anything uncomfortable metal footrest hour flight made mistake sitting first row bathroom right side next left way people cross use bathroom either go back cross someone leg complained told passenger cross rest mostly unable foot rested wall pay quite bit extra premium economy worry passenger crossing leg exit row economy comfortable,0.111,0.715,0.174,-0.4404,0.2,0.272911289914478,negative
817,horrid new seat layout economy boeing seat across chair front extended backwards impossible get middle seat aisle tall overweight screen may larger cm nose good thing claustrophobic storage thin padding uncomfortable longest hour ever spent plane plenty choice hkg lhr route use someone else,0.056,0.777,0.167,-0.6908,0.3,0.1461970548049188,negative
819,worst experience flying large international airline far boeing seat comfort concerned limited legroom lack shoulder space lend claustrophobic experience overall flying long hour bad weather attributed flight getting delayed hour ground staff let rude uncaring unkept promise worsened experience boarding delayed flight food ok nothing great speak cathay seriously need rethink much value really providing towards generating positive customer experience,0.154,0.533,0.314,-0.9099,0.4,0.03532209908405444,negative
821,seating arrangement cathay pacific boeing colombo hong kong hong kong san francisco flight quite uncomfortable due limited leg room recline shoulder space aisle space,0.0,0.813,0.187,-0.6195,0.2,0.18227822478619501,negative
822,found new configuration economy class cathay pacific disgrace boarding meal service extremely slow due narrower aisle larger passenger number extra crew member added new seat uncomfortable width wafer thin seat back overstretched ratio lavatory passenger mean always long queue use facility finally new ife extremely difficult operate overall disappointed airline decision move towards configuration cathay pacific unfortunately longer premium airline marco polo club member since time switch sq,0.017,0.801,0.182,-0.9152,0.3,0.03264004858053742,negative
825,airline worse seat cathay pacific new ten across seat even usual ten across seating cramped furthermore leg room poor flown airline including low cost carrier poor seat,0.0,0.669,0.331,-0.886,0.1,0.04741662871312181,negative
833,worst seat ever sat boeing fixed back seat make recline slouch recline terribly hurt back glad started phase seat design traditional reclining seat seat obviously old however weirdly spacious seat pitch electrical port make typing laptop convenient seat storage awful airline magazine already filling full fill anything extra make pop seat table inflexible new double folded seat better help exit seat without hold meal tray,0.105,0.696,0.199,-0.8271,0.4,0.07722281261069787,negative
869,travelled hong kong aircraft found seat extremely uncomfortable recline result would travel airline disappointing airline fly route europe,0.0,0.724,0.276,-0.7264,0.2,0.12818177217752136,negative
877,flew hk lhr flying adl hk hour stretch leg flight concede may made second leg difficult might otherwise never go way australia europe back without least night seat little recline seat front fully reclined person next asleep wedged seat without even enough room stretch poor leg awful check food service great make discomfort,0.065,0.756,0.18,-0.743,0.3,0.11978138758160013,negative
878,worst seating encountered long time reclining bottom seat moving forward combination thought someone never fly certainly never fly economy cathay bad back sore neck sore tail bone never ever fly cx,0.0,0.64,0.36,-0.9279,0.1,0.02621324831739288,negative
883,sydney via hong kong paris first hour hk okay pretty major airline complaint seat comfort access configuration however shell seat hard uncomfortable worst sat fact seat recline hip merely slump downwards putting immense amount pressure lower back bottom terrible getting kind sleep rest even general comfort average height small build imagine horror might feel like taller bigger built people slumped seat appears large gap paper thin seat padding headrest causing spinal issue support head neck shoulder final insult seat belt airbag make side belt extremely bulky quite weighty cumbersome even sitting upright never mind trying sleep uncomfortably restricted bulging leather strap limited leg room seat front sure probably fault shell seat design low floor limited space seat pocket annoying fit much seat either saving grace aircraft design configuration travelling person nice twosome without fear dreaded middle seat clambering stranger sleep go restroom,0.184,0.597,0.219,-0.6882,0.2,0.14751277769343657,negative
885,flew hong kong paris shell seating economy inhuman recline impossible sleep ended neck pain day legroom limited resulting swollen ankle surprised cathay keep seat everyone flight another called cabin crew ask recline told flew cathay seat configuration never fly airline,0.043,0.839,0.118,-0.5106,0.1,0.23738677192449772,negative
893,johannesburg taipei flight leg hour flight new shell seat fixed back rest torture manage sleep whoever designer seat hour flight experience uncomfortable,0.0,0.755,0.245,-0.7579,0.2,0.11224128333586357,negative
895,travelled hong kong paris fixed shell seat unacceptable could sleep could sleep flight watched ptv hour cdg hour hkg service flight attendant entertainment system studiocx disappoint,0.089,0.73,0.181,-0.4404,0.1,0.272911289914478,negative
898,awful flying london hong kong hour much pain think seat design asian passenger european never ever fly airline return trip desperately tried buy business class ticket sadly fully booked know fly three time year hk,0.0,0.726,0.274,-0.8934,0.1,0.04367187895349428,negative
900,reclining incredibly hard painfully uncomfortable shell seat really let otherwise excellent airline please cathay pacific big advertising campaign finally replaced seat fly idea long haul flight seat,0.172,0.603,0.226,-0.2433,0.2,0.3726532058094226,negative
904,designer seat know nothing ergonomics back incline seat pad slide forward instead without support waist back cushion thin felt laying piece steel head rest make neck painful simply nightmare cx,0.0,0.844,0.156,-0.6319,0.1,0.17600323870249482,negative
907,seat flight perth london uncomfortable ever travelled,0.0,0.698,0.302,-0.3818,0.2,0.30256565963260973,negative
910,bne hkg onto pvg awful seat flight next week pvg bkk thats cathay pacific shell seat uncomfortable cm tall person okay hour maximum bne hkg torture,0.057,0.659,0.284,-0.8225,0.1,0.0795506300288447,negative
911,flown many airline first caused ankle swell suffer dvt stay away foot stay away never travel awful,0.118,0.715,0.167,-0.2547,0.1,0.36688426699053694,negative
912,new seat design really horrible seat longer reclines becomes uncomfortable long haul flight sleep well,0.102,0.586,0.312,-0.6478,0.2,0.16795708719194372,negative
913,flown many airline first caused ankle swell suffer dvt stay away foot stay away never travel awful,0.118,0.715,0.167,-0.2547,0.1,0.36688426699053694,negative
915,seat agonisingly painful hour critical fault mean enough padding metal bar across bottom seat hurt bottom spine worst economy seat air,0.0,0.51,0.49,-0.9371,0.1,0.021557613481099122,negative
918,exit row aisle journey tall problematic next toilet enough room people waiting stand stood foot night miserable airline squeezed many seat plane space even around exit area emergency would chaos next problem fact cathay economy seat recline trip hell foot head kept falling forward despite support pillow airline think bottom seat slide forward comfort wrong sleep hour,0.033,0.617,0.35,-0.9725,0.1,0.0036435403066646345,negative
919,recline seat pad moved forward slightly brought knee seat front design seat head support pillow supplied fill gap back head seat airbag attached seatbelt caused problem passenger adjoining seat moved pushed armrest forced airbag thigh armrest cm low result offer support,0.11,0.732,0.159,-0.34,0.1,0.3237184353018572,negative
920,london sydney via hong kong journey entailed four flight two different plane type return flight direct hour changeover hong kong agree majority passenger site already reviewed new seat actually appalling worst ever experienced recline husband made sleep impossible whenever tried fall asleep head would loll forward breathing became restricted immediately woke slide forward motion horizontal seat succeeded creating supported gap behind lower back uncomfortable,0.124,0.698,0.178,-0.6369,0.1,0.17347300237842214,negative
923,flew return vancouver delhi via hong kong february although two different aircraft involved different seat configuration seat worst ever experienced little legroom worst seat recline could done slide seat bottom forward gave illusion leaning back bit put back painful slumped position seat back still upright head neck pushed forward within half hour excruciating back pain get rid regardless positioned long flight vancouver hong kong seat seem absurd since pretty much impossible sleep miserable entire time could pray seat hong kong delhi would different agonising trip finally finally india kept awful realisation going torturous seat way home,0.045,0.699,0.256,-0.979,0.1,0.00035423308537019076,negative
926,heard rave review cathay pacific aware new seating installed economy class knew expect travelling part package hong kong seven alternative seat confirmed worst fear awful ft choose seat carefully line getting airport least get leg room lucky real issue comfort simply seat cusion thin recline slide forward motion awful well really sore lumbar arriving back london get comfortable sleep nearly impossible upright position warning seat neck cushion hard believe refurbishment hope researched tested prior introduction surely progressed,0.178,0.624,0.197,-0.4391,0.2,0.2735691513587369,negative
928,tall side skinny found shell seat worst airline seat ever sat issue way recline since seat slide forward headrest never allows head center gravity get behind solder make hard sleep head keep flopping forward issue recline seat seat base slide forward making hard extend leg seat front overall result truly uncomfortable slouch,0.077,0.765,0.158,-0.5994,0.3,0.19244977480896713,negative
931,found economy seat uncomfortable return leg journey completed never fly cx economy cannot believe seat designer management cx actually tested seat yes passenger front recline space downside terrible seat position uncomfortable ergonomic position encountered aircraft,0.063,0.698,0.24,-0.765,0.1,0.10864834775568039,negative
932,flew syd hkg hkg lhr seat mini shell seat horrible legroom good seat width average spent hour suffering hong kong london route due small hard cushion firm backrest neck support almost head support due awkward recline tried sleep flight ended sore butt neck head ache well weak two flight seat overnight dreading ever fly economy cx seat ever fly economy london barely survived economy crush,0.155,0.588,0.257,-0.7863,0.3,0.09786954101513082,negative
934,read review assume shell seat unbearable height female travelled husband slim average build melbourne hong kong first experience seat torture induce tried cope unnatural shape seat contorts body adopting different position enduring neck back tailbone pain result seat unquestionably worst ever experienced glad left plus behind assumed old plane old design visited cathay site shocked learn lauded particularly given negative review,0.04,0.728,0.233,-0.939,0.1,0.020596123677951557,negative
938,yyz hkg return long hr flight make seat difficult cathay credit gave exit row without act kindness would crippled new shell design reclining completely insane cushion slide forward describing reclining absurd knee try home hope thing get scrapped legitimate engineer design new one cathay pacific dropped ball cannot understand affected rating,0.116,0.751,0.133,-0.2568,0.1,0.3658215677344265,negative
939,flying cathay past year new shell economy seat worst seat ever used thin padding provides support,0.13,0.673,0.197,-0.34,0.1,0.3237184353018572,negative
940,new economy seat long haul worst cathay pacific sufficient research matter fuel saving reduced weight comfortable padding lighter seat dictate decision returned flying amsterdam hong kong back pain,0.123,0.67,0.207,-0.6124,0.1,0.1858711603663782,negative
941,new economy seat absolute torture recline slouch slump neck bent torturous angle support legroom luckily aisle seat could stick leg aisle disappointing cathay inflight service good never,0.219,0.516,0.265,-0.4404,0.2,0.272911289914478,negative
954,recently flew home ireland th may booked aisle seat aisle left hand side recent surgery left hand arm wished avoid discomfort jolting arm someone else personal space paid extra book seat prior takeoff discovered seat broken stay upright asked staff move seat moved beside mother cot staff mother accomodating complaint regard aisle right negating purpose paying previous seat causing considerable discomfort duration flight however submitted written complaint aer lingus via staff yet hear company provided home address usa ireland along email feel unnacceptable international air line offering professional service,0.062,0.789,0.149,-0.7845,0.3,0.09878042609179699,negative
955,seat halfway back economy seat pitch greater would find u airline spacing seat bad fact person seat front mean leaned back felt like almost bad prior meal service flight attendant ask passenger put seat dinner completed tv touch screen work well person seat two row video flight flight mean get point point,0.118,0.765,0.116,-0.2263,0.6,0.38125600931126974,negative
960,wasted extra cramped aisle seat broken table extra legroom existent shoved portable footrest way order stretch leg believe window economy seat going israel offered identical level comfort called upgraded seat rip,0.068,0.761,0.171,-0.5859,0.2,0.1992814128839634,negative
961,paid extra premium economy seat waste money cramped aisle seat limited seat recline leg room pushed portable footrest aside could stretch leg broken table broken entertainment equipment plug phone ipad unable pas time playing preloaded movie game dinner rotten loved israel fly,0.15,0.6,0.25,-0.6908,0.1,0.1461970548049188,negative
962,uncomfortable flight life question whether allowed sell economy seat configuration seat front premium economy seat division cabin space economy seat premium economy seat front standard space two economy row premium economy seat reclined extra passenger front chose exercise full recline despite vocal objection resulted horribly cramped unbearably uncomfortable flight crew really interested problem add plane needed cleaning properly really cleaning staff miss large used paper cup seat pocket life jacket seat dangling floor food quality average understand long time set foot another flight,0.032,0.824,0.144,-0.8573,0.1,0.06194018521329896,negative
964,generally everything ok considering transavia low budget airline legspace quite bad tall people seat bit old fashioned low cost airline offer better seat eurowings easyjet ryanair tall avoid long flight without upgrade better seat,0.177,0.597,0.226,-0.2944,0.4,0.34679419057739996,negative
968,review older ryanair seat seatback pocket adjustable headrest recline seat cushion lack support causing numbness sitting hour cabin hygiene le passable seat make storage little awkward due lack intermediate storage space begin put thing away said give little extra leg room would matter taller people seat obviously quite narrow legroom cramped enough leg room,0.064,0.803,0.134,-0.4951,0.4,0.24523050452912304,negative
969,seat uncomfortable neck pain pain day trip assigned random seat obviously worst get pay extra,0.0,0.405,0.595,-0.9287,0.1,0.02580841050554124,negative
